carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1.22,3,5,3,62.2,55.0,6.91,6.85,4.28,7986.91039251865
2.2,4,1,4,61.4,57.0,8.41,8.37,5.15,16593.415488196086
2.0,2,0,2,62.2,59.0,7.92,7.97,4.94,13181.114083169115
0.39,4,5,6,62.1,54.0,4.67,4.7,2.91,2639.158991407458
0.91,4,3,1,61.0,57.0,6.25,6.28,3.82,3739.741472343319
1.01,1,2,2,60.3,64.0,6.5,6.53,3.93,4293.130184722512
1.09,3,6,1,61.2,60.0,6.6,6.64,4.05,6131.107262193409
0.53,4,6,3,60.2,57.0,5.24,5.26,3.16,2554.0289119712406
1.24,3,5,1,60.8,57.0,6.98,6.94,4.23,7205.198724468522
0.56,4,6,4,62.6,55.0,5.25,5.29,3.3,3224.2796641270993
0.59,4,6,3,60.9,57.0,5.42,5.48,3.32,2988.277410255604
0.33,3,5,2,59.1,58.0,4.56,4.51,2.68,105.40832573891021
0.9,2,1,2,61.8,56.0,6.19,6.24,3.84,3258.3513959566617
1.02,1,6,4,64.6,58.0,6.22,6.28,4.04,6738.252090951199
0.72,0,4,2,64.8,55.0,5.64,5.6,3.64,2299.7457315320507
0.52,4,5,3,61.0,57.0,5.21,5.19,3.17,2082.363493475591
0.32,4,1,6,62.0,55.3,4.39,4.42,2.73,809.2766806561976
0.25,2,4,6,61.1,57.0,4.05,4.08,2.48,1107.2904325508662
0.72,2,3,7,63.3,54.0,5.64,5.73,3.6,4872.568230090831
1.13,4,2,2,62.3,56.0,6.66,6.69,4.16,5851.821090926134
1.01,3,1,2,62.8,58.0,6.4,6.34,4.0,4244.683040482171
0.72,4,1,6,61.3,57.0,5.74,5.77,3.53,3964.982361745629
1.54,4,1,3,60.2,59.0,7.52,7.57,4.54,9800.085891907742
0.9,0,5,1,65.8,59.0,6.03,5.98,3.95,3537.095079208219
1.0,1,4,3,64.0,59.0,6.29,6.25,4.03,5336.058221067884
0.39,2,5,1,59.1,56.0,4.76,4.82,2.83,13.387110734613543
0.5,4,4,5,62.2,54.0,5.09,5.11,3.17,2629.1854146832584
1.18,4,3,6,61.1,57.0,6.78,6.84,4.16,8685.970626324744
0.31,2,6,5,60.5,56.0,4.38,4.41,2.66,1689.1560272606384
1.06,3,2,2,61.0,58.0,6.61,6.57,4.02,5074.157611824489
0.31,1,6,1,63.7,55.0,4.35,4.32,2.76,-645.0088478195316
2.01,3,1,3,60.3,62.0,8.13,8.08,4.89,14128.0626748882
0.3,2,3,2,62.8,56.0,4.28,4.32,2.7,-991.121964481254
0.3,2,1,5,60.1,63.0,4.28,4.31,2.58,-97.06513638638262
1.01,0,2,1,65.4,59.0,6.3,6.26,4.11,3552.6033001291617
0.34,4,3,2,61.2,57.0,4.53,4.56,2.78,-430.96910488820185
0.73,0,1,4,55.9,66.0,6.11,6.01,3.39,2478.4673386794093
0.72,4,1,4,60.7,57.0,5.78,5.81,3.51,2979.1346380161576
0.31,4,5,3,62.0,55.0,4.37,4.34,2.7,515.7344569512888
1.53,4,5,2,62.3,54.2,7.35,7.38,4.59,10581.378328118217
0.25,2,5,5,61.9,59.0,3.99,4.02,2.48,863.8675413692959
0.4,1,4,2,63.6,57.0,4.7,4.67,2.98,-167.74964470677924
1.21,2,4,2,59.4,56.0,6.95,7.0,4.14,7109.477985298534
1.0,3,5,1,60.4,60.0,6.49,6.46,3.91,4997.697297418531
1.02,2,4,2,62.1,63.0,6.48,6.36,3.99,5057.929100826411
0.71,1,4,1,64.5,55.6,5.58,5.61,3.6,1874.6734254838805
0.41,2,4,5,62.9,54.0,4.7,4.74,2.97,1699.2534086776113
1.5,3,5,1,62.7,56.0,7.38,7.33,4.61,9529.341408527063
0.9,2,2,3,62.1,57.0,6.16,6.23,3.85,4057.3854793553473
0.36,4,5,2,61.6,56.0,4.56,4.59,2.82,397.8381889333923
1.05,3,3,7,60.6,60.0,6.57,6.59,3.99,7808.952491180658
0.34,4,3,3,61.0,57.0,4.48,4.5,2.74,128.87861720700312
1.18,3,5,1,62.5,60.0,6.74,6.7,4.2,6547.197296267871
1.03,3,6,1,61.8,60.0,6.45,6.42,3.98,5562.767308975662
0.32,4,3,3,62.4,55.0,4.36,4.39,2.73,-45.241517162443415
1.08,4,5,5,61.0,56.0,6.64,6.67,4.06,7908.55527883823
0.73,4,0,2,61.8,56.0,5.78,5.81,3.58,1698.0078516844683
1.1,4,4,1,60.4,55.0,6.77,6.73,4.08,5760.439850044937
1.72,3,1,5,62.7,58.0,7.6,7.54,4.75,12367.06264089246
1.0,3,4,2,61.6,61.0,6.37,6.3,3.9,5152.725893585648
0.92,4,2,2,61.6,56.0,6.21,6.25,3.84,4036.232973537863
0.75,4,5,2,61.4,56.0,5.83,5.89,3.6,3519.135310681586
0.72,3,4,4,58.8,60.0,5.91,5.89,3.47,3792.5743664970064
1.2,3,3,1,59.9,59.0,6.92,6.98,4.16,6204.892591040178
0.61,4,4,5,61.8,55.0,5.43,5.47,3.37,3527.610124981462
0.31,4,5,3,61.4,54.0,4.41,4.38,2.7,556.3862106958954
0.52,2,4,5,58.9,60.0,5.23,5.3,3.1,2599.440249852828
0.23,2,6,6,59.7,58.0,3.97,4.04,2.39,1696.578488867155
0.3,2,3,4,60.2,62.0,4.3,4.31,2.59,48.59771998361293
0.84,2,6,2,59.2,59.0,6.18,6.21,3.67,4371.49866934016
0.77,4,5,1,62.1,56.0,5.84,5.86,3.63,3166.8985774352777
2.14,3,4,1,58.2,61.0,8.5,8.45,4.93,15378.298731593626
1.01,2,2,6,60.6,56.0,6.5,6.53,3.95,6599.277416757563
0.35,3,5,2,59.7,60.0,4.58,4.53,2.72,202.1952022227847
1.5,3,1,5,60.2,58.0,7.5,7.34,4.47,10287.718945949642
0.52,4,4,7,60.3,60.0,5.24,5.27,3.17,3715.941075441064
1.19,4,2,4,62.5,54.0,6.78,6.82,4.25,7431.5034853460265
0.3,3,0,4,62.6,58.0,4.27,4.32,2.69,-865.9191067586085
0.53,3,5,2,61.8,60.0,5.21,5.18,3.21,1425.0046892697892
0.91,4,6,5,62.0,54.0,6.2,6.25,3.86,6750.265532691477
0.59,2,5,3,60.8,57.0,5.37,5.42,3.28,2476.0584407335764
2.01,2,2,0,58.1,63.0,8.3,8.19,4.79,12837.90452145779
0.92,0,5,2,65.6,57.0,6.1,6.07,3.99,4261.676036260275
0.8,4,3,3,62.2,56.0,5.94,5.87,3.67,3748.0945042233957
1.42,3,4,1,59.7,57.0,7.33,7.3,4.37,8610.543440926964
0.46,2,4,1,61.5,56.0,4.98,5.01,3.07,56.448716511977636
0.38,4,4,3,61.2,57.0,4.64,4.67,2.85,728.4066447011992
0.93,3,2,3,60.3,61.0,6.39,6.25,3.81,4341.112314325141
1.2,2,1,3,61.7,59.0,6.83,6.88,4.23,6368.037041857732
0.82,2,3,2,63.4,55.0,6.0,5.93,3.78,3097.77083525598
0.54,3,5,2,62.2,58.0,5.26,5.23,3.26,1508.8173635290386
1.02,2,1,3,59.3,59.0,6.57,6.62,3.91,4851.782466559905
0.4,4,4,3,60.6,55.0,4.82,4.78,2.91,887.9299192783737
0.31,2,1,3,60.7,61.0,4.32,4.34,2.63,-1022.3005930184277
0.72,4,3,4,61.2,57.0,5.76,5.79,3.53,3601.1833555867556
1.71,2,2,4,62.0,56.0,7.64,7.68,4.75,12039.875272077636
1.61,2,5,2,62.3,57.0,7.43,7.47,4.64,11061.123308024446
0.52,4,3,1,61.6,55.0,5.16,5.19,3.19,482.4438081680528
0.5,4,4,5,62.1,58.0,5.07,5.11,3.16,2550.832123553048
0.72,3,2,2,62.5,57.0,5.73,5.67,3.56,2073.3441130090114
0.46,2,5,2,59.3,63.0,5.09,5.02,3.0,780.5147338076804
1.2,4,2,4,61.9,57.0,6.77,6.73,4.18,7517.265104139426
0.3,2,6,2,63.4,54.0,4.31,4.27,2.72,-47.011765084860144
0.41,1,4,2,63.9,56.0,4.68,4.74,3.01,-38.98397014200009
1.51,3,2,2,58.0,59.0,7.57,7.54,4.38,9316.448857599924
0.53,4,6,2,61.6,56.0,5.2,5.23,3.21,1999.2949062137739
0.54,4,6,2,61.5,56.0,5.23,5.25,3.22,2089.087707931566
0.9,2,3,3,62.4,61.0,6.13,6.17,3.84,4276.527993475307
1.05,4,5,5,62.4,56.0,6.49,6.52,4.06,7599.231887511052
1.02,4,4,1,61.4,56.0,6.5,6.47,3.98,5023.450483218234
1.15,3,3,1,62.7,58.0,6.71,6.69,4.2,5639.934308350674
0.86,0,3,4,64.6,58.8,5.95,6.04,3.87,4138.545338690679
0.54,4,3,4,61.3,57.0,5.25,5.28,3.23,2094.153805882198
1.27,4,0,1,61.2,56.0,6.99,6.95,4.27,6017.626245223586
0.7,2,3,3,63.3,56.0,5.59,5.66,3.56,2645.661211504399
0.91,1,2,5,65.5,57.0,6.01,6.11,3.97,4895.896523668169
0.39,4,5,4,62.3,57.0,4.67,4.64,2.9,1541.9625302434747
0.41,3,4,5,62.4,58.0,4.76,4.7,2.95,1701.847262585432
0.38,3,5,4,60.7,59.0,4.65,4.7,2.84,1412.449694216868
1.1,2,6,1,61.1,58.0,6.61,6.69,4.06,6171.509923542794
0.5,1,2,6,63.5,58.0,4.98,5.03,3.18,2007.525154735599
0.24,2,5,5,62.1,59.0,3.95,4.0,2.47,774.8145018935506
1.0,1,6,7,63.3,59.0,6.33,6.37,4.02,8009.90446823212
1.88,2,1,3,62.2,57.0,7.79,7.86,4.87,12876.517691607514
1.53,3,0,6,61.6,58.0,7.4,7.37,4.55,10762.190582591997
2.11,3,0,1,60.7,60.0,8.27,8.2,5.0,13778.995525781469
0.79,4,3,2,61.1,57.0,5.98,5.93,3.64,3170.253973539867
1.0,4,3,2,62.4,56.0,6.41,6.34,3.98,4979.478586055848
0.31,4,6,2,62.7,56.0,4.32,4.36,2.72,299.81506489587855
0.4,2,5,6,61.2,61.0,4.7,4.74,2.89,2372.0688000250093
1.07,4,3,1,61.1,57.0,6.61,6.65,4.05,5144.539988696142
0.3,3,2,4,62.3,58.0,4.26,4.28,2.66,-187.2825994834261
1.01,3,6,1,58.0,60.0,6.58,6.53,3.8,5548.686274967794
0.71,2,2,1,61.8,58.0,5.67,5.73,3.52,1431.403503116132
0.51,3,3,1,60.8,59.0,5.2,5.19,3.16,180.34834713816917
0.3,1,3,5,63.2,57.0,4.23,4.28,2.69,374.79892960697407
0.75,4,5,3,62.0,56.0,5.82,5.85,3.62,3978.0423620674146
0.62,2,5,4,60.1,56.0,5.56,5.58,3.35,3218.4576375773713
0.41,1,5,2,63.9,58.0,4.72,4.7,3.01,195.26202377180243
0.38,2,2,4,61.3,54.0,4.68,4.7,2.88,377.4666552161925
1.4,3,6,4,62.8,58.0,7.17,7.07,4.47,10396.311964105364
0.32,3,1,3,62.2,59.0,4.35,4.37,2.71,-891.0250258607307
0.91,3,2,3,61.8,60.0,6.22,6.18,3.83,4177.346496238473
0.4,3,5,6,61.4,59.0,4.68,4.74,2.89,2545.9435386379055
1.52,2,6,1,59.1,58.0,7.45,7.48,4.41,10135.68302993228
1.03,3,5,1,62.0,59.0,6.42,6.49,4.0,5277.911336765868
0.57,2,5,1,58.8,57.3,5.42,5.46,3.21,1372.550990813238
0.59,2,5,3,61.7,60.0,5.36,5.4,3.32,2332.062082998348
1.0,0,5,2,58.1,63.0,6.6,6.52,3.81,5153.126619944558
1.01,3,2,3,61.6,59.0,6.45,6.47,3.98,5100.0526202882875
1.0,4,4,5,59.7,60.0,6.48,6.52,3.88,6865.221793074676
0.41,2,4,1,60.8,58.0,4.78,4.83,2.92,-303.5118482905377
1.12,2,3,0,61.2,63.0,6.68,6.59,4.05,4714.077828404514
0.5,1,6,2,63.6,54.0,5.02,5.08,3.21,1359.492681092108
1.0,3,5,2,61.7,58.0,6.42,6.35,3.94,5502.417138550456
0.81,2,3,4,62.6,55.0,5.92,5.97,3.72,4129.28640237923
1.31,4,4,1,62.7,57.0,7.05,6.98,4.4,7537.921206621747
1.43,2,3,3,62.2,58.0,7.15,7.18,4.46,9199.898836506412
0.54,2,2,3,63.2,55.0,5.24,5.2,3.3,932.9029506482311
0.39,1,3,3,63.8,59.0,4.66,4.59,2.95,-132.96926219811075
0.25,4,3,5,62.1,57.0,4.01,4.07,2.5,477.7606919449795
0.31,4,6,2,62.4,53.0,4.33,4.35,2.71,393.435726603921
0.32,4,4,5,61.2,57.0,4.43,4.4,2.7,1263.0877074577265
0.64,4,6,4,61.5,56.0,5.54,5.55,3.41,3899.239314650682
1.04,3,2,6,60.4,58.0,6.58,6.53,3.96,6935.979011639221
0.37,4,2,3,61.7,55.0,4.64,4.67,2.87,-14.229045193699221
0.7,3,3,1,60.0,60.0,5.69,5.65,3.51,1839.8960805000077
1.7,2,1,2,61.9,62.0,7.52,7.58,4.67,10564.292224247818
1.02,3,3,5,62.2,60.0,6.39,6.43,3.99,6508.545643007413
0.7,2,1,4,63.1,54.0,5.61,5.67,3.56,2551.1313537854476
1.53,2,3,5,62.5,57.0,7.33,7.38,4.6,11124.520515697783
0.95,1,6,1,56.5,61.0,6.53,6.5,3.68,4803.295294487337
0.5,4,6,3,61.7,56.0,5.12,5.14,3.16,2237.3340305256215
0.7,4,5,3,62.2,55.0,5.64,5.67,3.52,3604.5653895645682
2.52,3,1,2,58.5,59.0,8.9,8.87,5.2,18686.62431802344
0.36,3,3,1,59.3,59.0,4.66,4.62,2.75,-846.5492149740744
0.34,2,4,1,63.5,56.0,4.48,4.44,2.83,-970.0357610636288
0.51,2,5,1,58.3,61.9,5.19,5.2,3.04,845.1314093976816
0.56,4,5,4,60.8,55.0,5.37,5.32,3.25,2943.3499483279356
1.13,3,3,4,61.6,58.0,6.76,6.68,4.14,6972.154888478975
2.09,2,4,1,62.7,61.0,8.07,8.14,5.08,14719.587631225651
1.51,4,2,3,61.9,59.0,7.29,7.34,4.53,9857.606661149293
0.34,4,4,6,61.4,57.0,4.5,4.53,2.77,1903.6814672101768
1.01,1,0,2,58.8,57.0,6.57,6.63,3.88,3894.0289192681475
1.14,4,2,5,61.9,56.0,6.69,6.72,4.15,7468.320984198821
1.01,1,2,2,63.1,60.0,6.37,6.41,4.03,4278.830942350371
0.71,1,1,4,59.1,63.4,5.76,5.81,3.42,2493.239497627166
0.36,3,3,7,62.5,60.0,4.49,4.53,2.82,2016.7125156692755
1.2,3,2,1,62.5,58.0,6.74,6.69,4.2,5845.430410598641
0.52,4,2,3,61.7,54.0,5.18,5.22,3.21,1161.2522694665217
0.63,3,1,4,62.0,58.0,5.52,5.45,3.4,1977.985629813979
1.01,3,4,2,62.2,59.0,6.41,6.36,3.97,5228.941589010905
0.41,2,5,1,63.2,58.0,4.72,4.68,2.97,-128.00893104532452
0.52,1,1,2,63.6,60.0,5.1,5.05,3.23,-268.83339698463806
0.31,4,1,1,62.0,54.1,4.32,4.35,2.69,-1709.281189421968
1.5,3,2,0,62.9,60.0,7.31,7.22,4.57,7998.299387379757
1.02,1,2,1,60.3,63.0,6.45,6.49,3.9,3970.0509981268124
0.25,3,2,6,60.1,62.0,4.11,4.08,2.46,479.4459767090475
0.31,1,2,6,63.7,56.0,4.33,4.3,2.75,556.5348356323238
0.26,4,2,5,61.8,55.7,4.08,4.1,2.53,259.0595624010534
0.73,2,6,3,63.5,58.0,5.68,5.72,3.62,3790.7233595185403
1.51,1,1,4,63.6,57.0,7.14,7.21,4.56,9716.124544351185
0.72,2,5,1,61.4,58.0,5.76,5.8,3.55,2462.7922366431667
0.31,1,3,3,64.4,54.0,4.24,4.29,2.75,-547.3378351155802
1.01,4,4,4,61.7,56.0,6.48,6.45,3.99,6409.635008249803
1.0,3,6,4,62.7,54.0,6.38,6.35,3.99,6883.841363836616
1.12,2,1,3,62.9,55.9,6.59,6.62,4.16,5694.517476346437
1.14,2,4,6,62.2,55.9,6.67,6.69,4.16,8369.148378884072
0.75,4,3,1,62.5,55.0,5.82,5.77,3.62,2313.9027476374695
0.54,3,2,6,62.0,57.0,5.25,5.2,3.24,2592.354025210183
1.55,3,2,3,61.7,59.0,7.44,7.4,4.58,10052.990833361106
0.32,4,6,1,61.1,56.0,4.41,4.39,2.69,-41.14530507667541
1.01,3,3,5,61.9,59.0,6.41,6.45,3.98,6434.456440384207
0.3,4,5,5,62.2,57.0,4.28,4.31,2.67,1419.8468341563976
0.4,2,6,3,63.6,55.0,4.68,4.72,2.99,1170.2848990207362
1.12,4,2,4,60.9,57.0,6.71,6.73,4.09,6791.453259781218
0.41,4,2,4,61.8,56.0,4.78,4.73,2.94,759.7897022446514
1.15,4,2,2,61.9,55.0,6.74,6.77,4.18,6057.399044318434
1.04,4,5,5,61.0,57.0,6.61,6.57,4.02,7475.599459246169
2.02,0,3,0,65.6,57.0,7.87,7.8,5.15,12933.832398099577
1.11,4,4,6,59.7,58.0,6.7,6.74,4.01,8413.15347018167
0.62,3,3,5,59.2,59.0,5.58,5.56,3.3,3170.6953996551742
0.31,4,1,4,61.9,54.0,4.34,4.38,2.7,-213.95058473220524
0.9,1,3,1,63.8,56.0,6.16,6.13,3.92,3142.476662805616
0.44,3,5,5,60.0,59.0,4.95,4.99,2.98,2357.510014331412
0.91,2,1,1,62.8,61.0,6.15,6.18,3.87,2686.7134686518143
0.73,3,5,3,61.6,59.0,5.77,5.73,3.54,3638.6528380311242
1.5,1,2,3,63.6,58.0,7.22,7.27,4.61,9334.870772893797
0.5,3,3,5,59.6,60.0,5.18,5.15,3.08,2164.069137588003
0.57,3,6,3,61.7,60.0,5.32,5.28,3.27,2592.41043082063
0.54,4,6,3,61.9,55.0,5.24,5.23,3.24,2573.2946666958164
1.02,4,2,3,60.4,57.0,6.58,6.54,3.96,5365.563831639938
0.31,1,5,7,64.2,60.0,4.22,4.28,2.73,1978.30038628729
0.34,4,5,1,62.9,56.0,4.48,4.45,2.81,-357.175022457624
0.5,4,4,1,61.7,55.0,5.13,5.15,3.17,607.5417528853309
0.3,4,3,1,62.1,58.0,4.27,4.3,2.66,-1237.5364359284172
0.4,4,4,2,61.6,55.0,4.72,4.76,2.92,393.81535679642093
0.7,2,3,2,63.3,61.0,5.6,5.55,3.53,2003.0158586589066
0.31,1,6,2,63.5,56.0,4.29,4.31,2.73,-101.01453129936817
1.21,1,3,2,63.8,58.0,6.75,6.64,4.27,6418.7174086967925
0.82,2,5,3,62.8,59.0,5.92,5.93,3.72,4260.750488158439
0.5,0,3,4,64.9,57.0,4.98,4.94,3.22,1118.0911992267838
1.04,2,5,2,62.8,59.0,6.46,6.41,4.04,5662.179032295592
1.31,3,2,1,60.8,58.0,7.13,7.08,4.32,6834.291668842989
2.07,2,2,2,62.1,59.0,8.15,8.2,5.08,14390.68073172375
2.01,2,1,3,62.4,58.0,8.06,7.99,5.01,13997.598253277652
1.06,4,2,3,61.2,55.0,6.57,6.61,4.03,5793.328921729199
0.9,3,4,3,61.9,55.0,6.25,6.23,3.86,4812.41336154116
1.02,4,3,1,62.4,54.0,6.39,6.47,4.02,4767.5625509758
0.71,3,5,3,61.0,60.0,5.76,5.69,3.49,3454.410073852855
0.5,4,5,2,63.0,56.0,5.13,5.06,3.21,1295.7634981330111
0.54,3,2,4,62.6,59.0,5.22,5.19,3.26,1516.2052350225158
1.12,4,6,2,60.5,56.0,6.75,6.78,4.09,7107.453372727874
0.31,4,1,2,61.3,55.0,4.39,4.42,2.7,-1235.3080223531274
2.13,3,0,1,62.6,58.0,8.21,8.18,5.13,13941.555509470661
1.74,4,5,2,62.2,56.0,7.72,7.67,4.79,12483.527058945085
0.62,0,4,2,55.1,66.0,5.85,5.7,3.18,1550.4525562988183
0.8,3,5,2,62.9,60.0,5.89,5.87,3.7,3655.7354802130567
0.5,2,4,4,61.9,62.0,5.02,5.06,3.12,1765.2096522607435
0.32,2,5,6,60.9,58.0,4.49,4.45,2.72,1792.5836457695796
1.07,4,5,1,62.4,60.0,6.49,6.52,4.06,5708.362604040504
2.5,0,2,1,64.9,58.0,8.46,8.43,5.48,17806.383268062575
0.31,4,6,3,61.2,55.0,4.38,4.35,2.67,895.7891754451075
0.37,4,0,7,61.9,54.0,4.63,4.68,2.88,1360.5361609072625
1.3,3,4,4,61.0,59.0,7.05,7.08,4.31,8902.70349410402
1.02,3,5,2,62.8,58.0,6.45,6.39,4.03,5601.380143550083
0.36,4,3,2,61.1,55.0,4.58,4.62,2.81,-198.08406717843536
1.14,3,6,1,59.2,61.0,6.84,6.82,4.04,6600.3534711364455
0.7,2,5,1,63.2,61.0,5.62,5.59,3.54,2140.115539173256
0.3,3,5,3,61.8,58.0,4.28,4.26,2.64,303.9796203347796
0.71,4,6,1,61.0,56.0,5.77,5.8,3.53,2994.7672546262243
0.4,3,4,6,61.1,59.0,4.75,4.78,2.91,2186.216970176024
1.18,3,1,1,60.8,58.0,6.84,6.78,4.14,5360.903113764614
0.34,4,5,6,62.2,56.0,4.46,4.44,2.77,2220.375420467268
1.5,3,3,2,62.3,58.0,7.33,7.27,4.55,9407.68405225304
0.72,2,4,1,58.5,60.0,5.86,5.93,3.45,2241.0670589920137
1.03,4,5,5,60.6,59.0,6.5,6.53,3.95,7445.601862773494
0.28,2,1,3,61.9,57.0,4.16,4.19,2.58,-1200.794126985717
0.31,4,0,2,62.4,53.0,4.38,4.4,2.74,-1588.0501250902284
1.02,2,6,1,62.7,59.0,6.36,6.44,4.01,5367.297794860224
0.7,1,1,1,63.5,56.0,5.59,5.63,3.56,861.1528710835851
1.34,2,5,1,62.1,63.0,7.06,7.01,4.37,7828.861002352485
2.07,2,0,3,61.3,56.0,8.16,8.2,5.02,14380.958147881445
0.74,0,3,2,64.8,59.0,5.63,5.6,3.64,2096.6958841266605
0.58,4,5,1,61.4,57.1,5.36,5.38,3.3,1563.4949614309148
0.31,4,6,4,60.5,57.0,4.39,4.41,2.66,1394.1892895095825
0.54,4,3,5,62.6,57.0,5.19,5.23,3.26,2539.9677698025316
1.01,3,4,4,62.5,58.0,6.42,6.37,4.0,6222.462919873518
1.29,4,3,5,62.4,57.0,6.97,6.94,4.34,9096.538582767711
1.01,2,2,2,61.9,59.0,6.4,6.43,3.97,4498.0779949586195
1.14,4,2,2,62.3,56.0,6.69,6.77,4.19,5935.008258013626
0.3,4,5,6,62.5,56.0,4.28,4.3,2.68,1921.5854538384226
1.33,4,2,2,62.7,56.0,7.04,6.99,4.4,7643.123756985142
0.35,3,2,2,60.0,61.0,4.6,4.57,2.75,-834.3792838656386
0.77,2,0,6,62.8,58.0,5.78,5.84,3.65,3756.7014465476204
0.41,1,1,2,63.8,57.0,4.7,4.67,2.99,-1045.555288294097
1.02,1,6,2,63.3,58.0,6.35,6.39,4.03,5731.724378680763
0.78,2,0,3,63.0,58.0,5.84,5.87,3.69,2293.7451710400983
0.38,4,5,5,62.4,56.0,4.63,4.69,2.91,1989.3889881923074
1.06,2,4,2,61.2,57.0,6.58,6.68,4.06,5638.977080434681
1.02,4,2,5,62.1,56.0,6.5,6.45,4.02,6321.013241765743
0.71,4,6,2,62.4,57.0,5.69,5.72,3.56,3423.0045540149804
1.51,4,1,2,62.2,56.0,7.36,7.27,4.55,9023.402848333966
0.41,4,5,4,62.0,55.0,4.77,4.74,2.95,1747.711751262429
0.7,3,5,1,59.8,61.0,5.76,5.74,3.44,2419.630196547991
0.39,3,4,6,59.7,58.0,4.75,4.73,2.83,2218.234020582948
0.71,4,5,1,62.7,56.0,5.68,5.71,3.57,2609.484650505006
0.31,4,3,2,61.2,56.0,4.37,4.39,2.68,-590.0487340815594
0.5,3,3,1,60.7,57.0,5.15,5.07,3.1,174.55843769838202
0.51,4,4,4,62.5,55.0,5.08,5.13,3.19,2195.0305337608943
0.36,3,4,3,60.5,60.0,4.61,4.55,2.77,395.6070603168064
1.15,3,3,4,63.0,60.0,6.68,6.6,4.18,7089.0161027638205
0.71,4,0,4,62.3,55.0,5.7,5.73,3.56,2537.560399143665
0.4,3,5,7,61.3,58.0,4.77,4.73,2.91,3000.3702283469547
0.51,4,5,2,61.7,56.0,5.13,5.17,3.18,1513.1605366775366
0.71,1,3,3,64.0,55.0,5.65,5.67,3.62,2548.456407861863
1.09,3,4,2,62.7,58.0,6.56,6.51,4.1,5945.871028809775
2.14,4,2,1,61.9,57.0,8.34,8.28,5.14,14786.834353683762
1.29,4,4,4,60.7,57.0,7.08,7.05,4.29,8964.688932616218
1.03,4,4,2,61.3,57.0,6.58,6.51,4.01,5543.702101320242
0.36,4,5,4,61.6,57.0,4.54,4.58,2.81,1390.3561666497521
0.31,4,1,7,61.3,57.0,4.4,4.34,2.68,1204.1174666640418
0.41,3,1,6,61.9,57.0,4.82,4.78,2.97,1248.970190121941
0.31,4,6,2,62.4,56.0,4.33,4.35,2.71,315.17475875126456
1.56,1,0,3,62.3,64.0,7.41,7.36,4.6,9119.807723701906
0.3,4,6,3,61.0,55.0,4.38,4.34,2.66,804.1233082903232
1.51,3,2,2,61.2,60.0,7.46,7.37,4.54,9118.246758373318
0.74,3,4,1,59.6,58.0,5.91,5.87,3.51,2492.264859816678
0.4,1,3,3,62.8,54.4,4.67,4.7,2.94,170.79681003861333
0.82,3,3,1,60.7,61.0,6.01,5.98,3.64,2776.04904124534
1.2,4,2,1,61.0,57.0,6.9,6.84,4.19,5977.3330438863
0.9,1,4,3,63.3,57.0,6.04,6.09,3.84,4587.58456806804
0.33,3,5,3,61.1,59.0,4.49,4.45,2.73,476.4985582827808
0.31,4,4,3,61.9,54.0,4.38,4.35,2.7,218.38614213162464
0.91,2,4,3,62.1,58.0,6.19,6.24,3.86,4758.759132665751
1.11,2,3,1,63.2,56.0,6.61,6.56,4.16,5185.2968211497755
0.31,3,2,5,60.6,60.0,4.34,4.38,2.64,439.6045288181026
1.25,3,2,1,60.5,61.0,6.97,6.91,4.2,6272.390003393273
0.4,2,4,1,62.6,53.0,4.7,4.75,2.96,-359.6155353167728
1.53,3,5,1,58.9,59.0,7.63,7.55,4.47,9872.6967441134
1.0,1,4,1,60.2,65.0,6.38,6.41,3.85,4416.927923397972
1.02,2,5,3,59.2,58.0,6.52,6.58,3.88,6221.687466661444
0.9,1,6,2,63.6,63.0,6.07,6.03,3.85,4523.613017063595
0.6,3,3,6,60.0,58.0,5.53,5.43,3.29,3457.0610268024216
1.0,0,0,2,64.9,58.0,6.29,6.23,4.06,3375.0060618322623
0.59,2,5,2,62.9,58.0,5.31,5.34,3.35,1827.938055536874
0.32,4,6,6,61.8,56.0,4.39,4.41,2.72,2422.3240600095987
1.11,3,5,1,62.5,58.0,6.61,6.63,4.14,5958.950900648842
0.72,2,3,1,59.7,56.0,5.83,5.89,3.5,1949.0487317505422
1.12,4,3,1,62.4,56.0,6.63,6.67,4.15,5584.5570591498
0.56,4,3,3,62.0,56.0,5.28,5.3,3.28,1751.5032173805785
0.23,2,5,5,63.8,57.0,3.88,3.9,2.48,639.9378895381087
1.06,3,5,3,62.3,58.0,6.52,6.49,4.05,6514.485880464448
0.33,2,4,4,59.3,56.0,4.49,4.55,2.68,762.2558335459289
1.01,0,4,1,58.2,61.0,6.48,6.52,3.78,4588.0726651489595
1.01,2,4,3,59.1,59.0,6.58,6.65,3.91,5721.5107985220275
1.32,3,4,1,60.6,60.0,7.05,7.1,4.29,7624.191969047111
2.0,4,2,3,62.4,55.0,8.03,7.94,4.99,14556.88820306738
0.73,3,3,0,62.5,58.0,5.82,5.74,3.61,1398.6449897576426
0.71,3,5,2,59.2,59.0,5.83,5.86,3.46,3070.375848988434
0.7,2,4,2,60.3,59.0,5.73,5.82,3.48,2516.677301923557
1.16,4,6,4,61.2,58.0,6.73,6.76,4.13,8446.579438354802
2.01,2,0,1,63.3,56.0,7.86,7.96,5.01,12828.225168745448
1.0,2,6,2,61.4,63.0,6.35,6.41,3.92,5663.366522738306
